96,binary,100,55300,13834,2026-07-31T11:20:06.936144700
97,selection,100,220900,13834,2026-07-31T11:20:06.937147500
98,selection,100,179100,13834,2026-07-31T11:20:06.938149
99,selection,100,209700,13834,2026-07-31T11:20:06.940147400
100,insertion,100,128600,13834,2026-07-31T11:20:06.941144800
101,insertion,100,82800,13834,2026-07-31T11:20:06.943146200
102,insertion,100,126800,13834,2026-07-31T11:20:06.944147200
103,merge,100,87800,13834,2026-07-31T11:20:06.945149100
104,merge,100,98500,13834,2026-07-31T11:20:06.946148300
105,merge,100,43600,13834,2026-07-31T11:20:06.947150700
106,quick,100,52600,13834,2026-07-31T11:20:06.948147300
107,quick,100,54400,13834,2026-07-31T11:20:06.948147300
108,quick,100,87400,13834,2026-07-31T11:20:06.950146
109,linear,500,8200,13834,2026-07-31T11:20:06.951150300
110,linear,500,8700,13834,2026-07-31T11:20:06.951150300
111,linear,500,8600,13834,2026-07-31T11:20:06.952144900
112,binary,500,299800,13834,2026-07-31T11:20:06.953144500
113,binary,500,318100,13834,2026-07-31T11:20:06.955148200
114,binary,500,374300,13834,2026-07-31T11:20:06.956147100
115,selection,500,2369300,13834,2026-07-31T11:20:06.960144200
116,selection,500,511100,13834,2026-07-31T11:20:06.961145600
117,selection,500,530500,13834,2026-07-31T11:20:06.963147700
118,insertion,500,2463200,13834,2026-07-31T11:20:06.966161400
119,insertion,500,295300,13834,2026-07-31T11:20:06.968153100
120,insertion,500,262400,13834,2026-07-31T11:20:06.968153100
121,merge,500,89400,13834,2026-07-31T11:20:06.970148500
122,merge,500,94300,14328,2026-07-31T11:20:06.971152800
123,merge,500,112700,14328,2026-07-31T11:20:06.972149200
124,quick,500,96000,14328,2026-07-31T11:20:06.973147400
125,quick,500,67000,14328,2026-07-31T11:20:06.974146100
126,quick,500,71600,14328,2026-07-31T11:20:06.975147
127,linear,1000,12600,14328,2026-07-31T11:20:06.976154400
128,linear,1000,17000,14328,2026-07-31T11:20:06.977150500
129,linear,1000,19700,14328,2026-07-31T11:20:06.979145400
130,binary,1000,420900,14328,2026-07-31T11:20:06.980145400
131,binary,1000,665000,14328,2026-07-31T11:20:06.981146300
132,binary,1000,326200,14328,2026-07-31T11:20:06.983146900
133,selection,1000,856600,14328,2026-07-31T11:20:06.984146300
134,selection,1000,784200,14328,2026-07-31T11:20:06.986148500
135,selection,1000,899200,14328,2026-07-31T11:20:06.988149400
136,insertion,1000,463500,14328,2026-07-31T11:20:06.989145900
137,insertion,1000,529100,14328,2026-07-31T11:20:06.991149500
138,insertion,1000,597400,14328,2026-07-31T11:20:06.992146200
139,merge,1000,163500,14328,2026-07-31T11:20:06.994144500
140,merge,1000,131700,14328,2026-07-31T11:20:06.994144500
141,merge,1000,142500,14328,2026-07-31T11:20:06.996144300
142,quick,1000,213800,14328,2026-07-31T11:20:06.997144600
143,quick,1000,255900,14328,2026-07-31T11:20:06.998150100
144,quick,1000,229200,14328,2026-07-31T11:20:06.999147600
145,linear,5000,59400,14328,2026-07-31T11:20:07.001144700
146,linear,5000,70600,14328,2026-07-31T11:20:07.002146500
147,linear,5000,74600,14328,2026-07-31T11:20:07.004146200
148,binary,5000,2378700,14328,2026-07-31T11:20:07.007148600
149,binary,5000,801900,14328,2026-07-31T11:20:07.010151800
150,binary,5000,699300,14328,2026-07-31T11:20:07.012152600
151,selection,5000,16255000,14328,2026-07-31T11:20:07.030168400
152,selection,5000,16226800,14328,2026-07-31T11:20:07.047145900
153,selection,5000,18137000,14328,2026-07-31T11:20:07.067149400
154,insertion,5000,7180100,14328,2026-07-31T11:20:07.075144700
155,insertion,5000,2884400,14328,2026-07-31T11:20:07.080143200
156,insertion,5000,2623400,14328,2026-07-31T11:20:07.083143800
157,merge,5000,903500,14328,2026-07-31T11:20:07.085145700
158,merge,5000,847600,14328,2026-07-31T11:20:07.087145800
159,merge,5000,1061500,14367,2026-07-31T11:20:07.089148100
160,quick,5000,647500,14387,2026-07-31T11:20:07.091144800
161,quick,5000,725700,14406,2026-07-31T11:20:07.093149600
162,quick,5000,666300,14426,2026-07-31T11:20:07.095147800
163,linear,10000,68900,14465,2026-07-31T11:20:07.096150400
164,linear,10000,25900,14977,2026-07-31T11:20:07.098147600
165,linear,10000,24000,14977,2026-07-31T11:20:07.099148800
166,binary,10000,2097400,14977,2026-07-31T11:20:07.102145800
167,binary,10000,1990700,14984,2026-07-31T11:20:07.106145900
168,binary,10000,2041900,14984,2026-07-31T11:20:07.109146500
169,selection,10000,30745700,14984,2026-07-31T11:20:07.141149
170,selection,10000,34660700,14984,2026-07-31T11:20:07.177150200
171,selection,10000,35002600,14984,2026-07-31T11:20:07.213143
172,insertion,10000,24907300,14984,2026-07-31T11:20:07.240148400
173,insertion,10000,18413900,14984,2026-07-31T11:20:07.260146800
174,insertion,10000,15281800,14984,2026-07-31T11:20:07.278147900
175,merge,10000,1695000,15023,2026-07-31T11:20:07.282143600
176,merge,10000,1660400,15102,2026-07-31T11:20:07.284143500
177,merge,10000,1708600,15180,2026-07-31T11:20:07.287142500
178,quick,10000,1286300,15219,2026-07-31T11:20:07.289147400
179,quick,10000,1314900,15258,2026-07-31T11:20:07.292149500
180,quick,10000,1274400,15360,2026-07-31T11:20:07.295148700
181,linear,100,1931600,13870,2026-07-31T11:32:38.930380800
182,linear,100,3500,13870,2026-07-31T11:32:38.940377700
183,linear,100,3300,13870,2026-07-31T11:32:38.942378700
184,binary,100,2818300,13870,2026-07-31T11:32:38.947381200
185,binary,100,71800,13870,2026-07-31T11:32:38.948385900
186,binary,100,49800,13870,2026-07-31T11:32:38.949382
187,selection,100,228000,13870,2026-07-31T11:32:38.951397900
188,selection,100,183900,13870,2026-07-31T11:32:38.952379800
189,selection,100,193300,13870,2026-07-31T11:32:38.953399400
190,insertion,100,127100,13870,2026-07-31T11:32:38.954399100
191,insertion,100,105700,13870,2026-07-31T11:32:38.956384200
192,insertion,100,115500,13870,2026-07-31T11:32:38.957381400
193,merge,100,140800,13870,2026-07-31T11:32:38.958401500
194,merge,100,112100,13870,2026-07-31T11:32:38.960381700
195,merge,100,29100,13870,2026-07-31T11:32:38.961398800
196,quick,100,64900,13870,2026-07-31T11:32:38.963380600
197,quick,100,46000,13870,2026-07-31T11:32:38.964383700
198,quick,100,182400,13870,2026-07-31T11:32:38.966385
199,linear,500,5500,13870,2026-07-31T11:32:38.967384100
200,linear,500,5700,13870,2026-07-31T11:32:38.968037100
201,linear,500,6700,13870,2026-07-31T11:32:38.968672100
202,binary,500,272300,13870,2026-07-31T11:32:38.969692500
203,binary,500,368100,13870,2026-07-31T11:32:38.970690800
204,binary,500,250500,13870,2026-07-31T11:32:38.971694500
205,selection,500,1772600,13870,2026-07-31T11:32:38.974690300
206,selection,500,683500,13870,2026-07-31T11:32:38.976691800
207,selection,500,582100,13870,2026-07-31T11:32:38.977693400
208,insertion,500,2084900,13870,2026-07-31T11:32:38.980688200
209,insertion,500,278500,13870,2026-07-31T11:32:38.981690300
210,insertion,500,259900,13870,2026-07-31T11:32:38.982693
211,merge,500,59400,13870,2026-07-31T11:32:38.983698100
212,merge,500,85600,13870,2026-07-31T11:32:38.984698600
213,merge,500,87700,13870,2026-07-31T11:32:38.985692
214,quick,500,91400,13870,2026-07-31T11:32:38.986693700
215,quick,500,71500,14336,2026-07-31T11:32:38.987695
216,quick,500,71500,14336,2026-07-31T11:32:38.988693100
217,linear,1000,13400,14336,2026-07-31T11:32:38.989692900
218,linear,1000,46200,14336,2026-07-31T11:32:38.990693300
219,linear,1000,13600,14336,2026-07-31T11:32:38.991693700
220,binary,1000,572600,14336,2026-07-31T11:32:38.992692400
221,binary,1000,651100,14336,2026-07-31T11:32:38.994693100
222,binary,1000,307200,14336,2026-07-31T11:32:38.995696100
223,selection,1000,711200,14336,2026-07-31T11:32:38.997692200
224,selection,1000,1179700,14336,2026-07-31T11:32:38.999693400
225,selection,1000,889700,14336,2026-07-31T11:32:39.001691100
226,insertion,1000,508800,14336,2026-07-31T11:32:39.003693700
227,insertion,1000,504800,14336,2026-07-31T11:32:39.004693400
228,insertion,1000,559000,14336,2026-07-31T11:32:39.006694700
229,merge,1000,158700,14336,2026-07-31T11:32:39.007696500
230,merge,1000,193500,14336,2026-07-31T11:32:39.008693
231,merge,1000,161300,14336,2026-07-31T11:32:39.010694
232,quick,1000,193300,14336,2026-07-31T11:32:39.011694100
233,quick,1000,155800,14336,2026-07-31T11:32:39.012692200
234,quick,1000,152400,14336,2026-07-31T11:32:39.013693600
235,linear,5000,75500,14336,2026-07-31T11:32:39.015696700
236,linear,5000,52200,14336,2026-07-31T11:32:39.017693800
237,linear,5000,52100,14336,2026-07-31T11:32:39.018697
238,binary,5000,1846100,14336,2026-07-31T11:32:39.021696400
239,binary,5000,602100,14336,2026-07-31T11:32:39.024699500
240,binary,5000,529300,14336,2026-07-31T11:32:39.025693900
241,selection,5000,14815200,14336,2026-07-31T11:32:39.042691300
242,selection,5000,15093200,14336,2026-07-31T11:32:39.058687400
243,selection,5000,13292000,14336,2026-07-31T11:32:39.072688800
244,insertion,5000,6912000,14336,2026-07-31T11:32:39.080689
245,insertion,5000,2658500,14336,2026-07-31T11:32:39.084690800
246,insertion,5000,2452200,14336,2026-07-31T11:32:39.087689600
247,merge,5000,653100,14336,2026-07-31T11:32:39.089692500
248,merge,5000,710300,14336,2026-07-31T11:32:39.090691400
249,merge,5000,737100,14847,2026-07-31T11:32:39.092699
250,quick,5000,585500,14847,2026-07-31T11:32:39.094693600
251,quick,5000,508800,14847,2026-07-31T11:32:39.095697
252,quick,5000,503700,14847,2026-07-31T11:32:39.097693800
253,linear,10000,118000,14847,2026-07-31T11:32:39.098703300
254,linear,10000,30800,14847,2026-07-31T11:32:39.099698100
255,linear,10000,19400,14847,2026-07-31T11:32:39.100699200
256,binary,10000,1983800,14847,2026-07-31T11:32:39.103693600
257,binary,10000,1870000,15338,2026-07-31T11:32:39.106700400
258,binary,10000,1404400,15338,2026-07-31T11:32:39.109697300
259,selection,10000,29479100,15338,2026-07-31T11:32:39.140696400
260,selection,10000,27221900,15338,2026-07-31T11:32:39.169687800
261,selection,10000,24168000,15338,2026-07-31T11:32:39.195690700
262,insertion,10000,10056100,15377,2026-07-31T11:32:39.206700800
263,insertion,10000,11303500,15416,2026-07-31T11:32:39.219696400
264,insertion,10000,7682700,15455,2026-07-31T11:32:39.227689200
265,merge,10000,1089700,15534,2026-07-31T11:32:39.230695800
266,merge,10000,1189800,15612,2026-07-31T11:32:39.232694800
267,merge,10000,1167600,15690,2026-07-31T11:32:39.234699800
268,quick,10000,1054700,15729,2026-07-31T11:32:39.236696300
269,quick,10000,1004400,15768,2026-07-31T11:32:39.238986700
270,quick,10000,924100,15807,2026-07-31T11:32:39.240837900
271,linear,100,2960700,13993,2026-07-31T14:27:52.597949400
272,linear,100,3300,13993,2026-07-31T14:27:52.624932
273,linear,100,3400,13993,2026-07-31T14:27:52.626934600
274,binary,100,2298900,13993,2026-07-31T14:27:52.629939100
275,binary,100,45800,13993,2026-07-31T14:27:52.631948500
276,binary,100,46500,13993,2026-07-31T14:27:52.632954900
277,selection,100,191900,13993,2026-07-31T14:27:52.634934300
278,selection,100,167400,13993,2026-07-31T14:27:52.635932
279,selection,100,155900,13993,2026-07-31T14:27:52.636932700
280,insertion,100,125400,13993,2026-07-31T14:27:52.637933400
281,insertion,100,82700,13993,2026-07-31T14:27:52.637933400
282,insertion,100,90900,13993,2026-07-31T14:27:52.638932400
283,merge,100,81200,13993,2026-07-31T14:27:52.639933500
284,merge,100,88900,13993,2026-07-31T14:27:52.640932100
285,merge,100,39800,13993,2026-07-31T14:27:52.640932100
286,quick,100,47600,13993,2026-07-31T14:27:52.641937700
287,quick,100,36600,13993,2026-07-31T14:27:52.641937700
288,quick,100,30600,13993,2026-07-31T14:27:52.642935400
289,linear,500,5900,13993,2026-07-31T14:27:52.643941800
290,linear,500,8300,13993,2026-07-31T14:27:52.644934400
291,linear,500,7500,13993,2026-07-31T14:27:52.644934400
292,binary,500,204300,13993,2026-07-31T14:27:52.645938100
293,binary,500,249100,13993,2026-07-31T14:27:52.647934200
294,binary,500,291400,13993,2026-07-31T14:27:52.647934200
295,selection,500,1976900,13993,2026-07-31T14:27:52.650930100
296,selection,500,396200,13993,2026-07-31T14:27:52.651935100
297,selection,500,535700,13993,2026-07-31T14:27:52.653940600
298,insertion,500,2481200,13993,2026-07-31T14:27:52.656929900
299,insertion,500,317300,13993,2026-07-31T14:27:52.658933800
300,insertion,500,287000,13993,2026-07-31T14:27:52.659935
301,merge,500,62900,13993,2026-07-31T14:27:52.659935
302,merge,500,73000,13993,2026-07-31T14:27:52.660936900
303,merge,500,89500,13993,2026-07-31T14:27:52.661935
304,quick,500,68400,13993,2026-07-31T14:27:52.662936900
305,quick,500,76400,13993,2026-07-31T14:27:52.663935100
306,quick,500,59900,13993,2026-07-31T14:27:52.663935100
307,linear,1000,13400,13993,2026-07-31T14:27:52.664936500
308,linear,1000,13300,13993,2026-07-31T14:27:52.665935700
309,linear,1000,13100,13993,2026-07-31T14:27:52.665935700
310,binary,1000,536100,14336,2026-07-31T14:27:52.667932500
311,binary,1000,586300,14336,2026-07-31T14:27:52.668937900
312,binary,1000,265100,14336,2026-07-31T14:27:52.669934300
313,selection,1000,789200,14336,2026-07-31T14:27:52.671932900
314,selection,1000,739900,14336,2026-07-31T14:27:52.672932400
315,selection,1000,752600,14336,2026-07-31T14:27:52.674935600
316,insertion,1000,900100,14336,2026-07-31T14:27:52.676932500
317,insertion,1000,961400,14336,2026-07-31T14:27:52.677934100
318,insertion,1000,938700,14336,2026-07-31T14:27:52.679933500
319,merge,1000,149700,14336,2026-07-31T14:27:52.680934
320,merge,1000,211700,14336,2026-07-31T14:27:52.681936600
321,merge,1000,214200,14336,2026-07-31T14:27:52.682935200
322,quick,1000,200600,14336,2026-07-31T14:27:52.683941200
323,quick,1000,100200,14336,2026-07-31T14:27:52.684944300
324,quick,1000,100400,14336,2026-07-31T14:27:52.685936900
325,linear,5000,63900,14336,2026-07-31T14:27:52.686933500
326,linear,5000,43700,14336,2026-07-31T14:27:52.687937900
327,linear,5000,43400,14336,2026-07-31T14:27:52.688932600
328,binary,5000,1750800,14336,2026-07-31T14:27:52.691930400
329,binary,5000,789800,14336,2026-07-31T14:27:52.693936
330,binary,5000,527400,14336,2026-07-31T14:27:52.695935300
331,selection,5000,14022600,14336,2026-07-31T14:27:52.711938200
332,selection,5000,15548900,14336,2026-07-31T14:27:52.727936300
333,selection,5000,15197800,14336,2026-07-31T14:27:52.744938
334,insertion,5000,12940600,14336,2026-07-31T14:27:52.759940800
335,insertion,5000,6907100,14336,2026-07-31T14:27:52.767929100
336,insertion,5000,3132700,14847,2026-07-31T14:27:52.771934400
337,merge,5000,989000,14847,2026-07-31T14:27:52.773937700
338,merge,5000,641800,14847,2026-07-31T14:27:52.775941
339,merge,5000,797600,14847,2026-07-31T14:27:52.778946900
340,quick,5000,600300,14847,2026-07-31T14:27:52.781942800
341,quick,5000,665800,14847,2026-07-31T14:27:52.783937900
342,quick,5000,526100,14847,2026-07-31T14:27:52.785937100
343,linear,10000,47600,14847,2026-07-31T14:27:52.787934300
344,linear,10000,31400,14847,2026-07-31T14:27:52.788938500
345,linear,10000,19300,14847,2026-07-31T14:27:52.790942
346,binary,10000,2342900,14847,2026-07-31T14:27:52.797945
347,binary,10000,2080800,15338,2026-07-31T14:27:52.800937800
348,binary,10000,1878600,15338,2026-07-31T14:27:52.804945800
349,selection,10000,122768500,15338,2026-07-31T14:27:52.929954200
350,selection,10000,28330300,15377,2026-07-31T14:27:52.960953700
351,selection,10000,26605300,15889,2026-07-31T14:27:52.988934100
352,insertion,10000,14576900,15889,2026-07-31T14:27:53.004931200
353,insertion,10000,12695300,15889,2026-07-31T14:27:53.017938400
354,insertion,10000,11826200,15889,2026-07-31T14:27:53.030930400
355,merge,10000,1580200,15889,2026-07-31T14:27:53.033939200
356,merge,10000,1479000,15889,2026-07-31T14:27:53.036938700
357,merge,10000,1252100,15889,2026-07-31T14:27:53.038934
358,quick,10000,1158900,15889,2026-07-31T14:27:53.041937400
359,quick,10000,1012800,15889,2026-07-31T14:27:53.043941100
360,quick,10000,1037800,15928,2026-07-31T14:27:53.045935
361,linear,100,2150500,13993,2026-07-31T14:29:24.676982500
362,linear,100,3000,13993,2026-07-31T14:29:24.694979
363,linear,100,4000,13993,2026-07-31T14:29:24.695980700
364,binary,100,2418300,13993,2026-07-31T14:29:24.700976
365,binary,100,73300,13993,2026-07-31T14:29:24.701976600
366,binary,100,51100,13993,2026-07-31T14:29:24.703978800
367,selection,100,222900,13993,2026-07-31T14:29:24.704976200
368,selection,100,194100,13993,2026-07-31T14:29:24.705980300
369,selection,100,221800,13993,2026-07-31T14:29:24.707975500
370,insertion,100,147500,13993,2026-07-31T14:29:24.708978300
371,insertion,100,109200,13993,2026-07-31T14:29:24.709978400
372,insertion,100,119000,13993,2026-07-31T14:29:24.710977500
373,merge,100,109900,13993,2026-07-31T14:29:24.711984800
374,merge,100,127600,13993,2026-07-31T14:29:24.712986900
375,merge,100,38200,13993,2026-07-31T14:29:24.713977100
376,quick,100,77300,13993,2026-07-31T14:29:24.714977500
377,quick,100,46000,13993,2026-07-31T14:29:24.714977500
378,quick,100,127400,13993,2026-07-31T14:29:24.715976900
379,linear,500,6900,13993,2026-07-31T14:29:24.716978100
380,linear,500,7100,13993,2026-07-31T14:29:24.717981200
381,linear,500,6700,13993,2026-07-31T14:29:24.718976
382,binary,500,249000,13993,2026-07-31T14:29:24.719977
383,binary,500,246600,13993,2026-07-31T14:29:24.720975400
384,binary,500,302600,13993,2026-07-31T14:29:24.721980800
385,selection,500,2636800,13993,2026-07-31T14:29:24.725991500
386,selection,500,2541300,13993,2026-07-31T14:29:24.729989900
387,selection,500,339200,13993,2026-07-31T14:29:24.732982300
388,insertion,500,2052500,13993,2026-07-31T14:29:24.736982700
389,insertion,500,903300,13993,2026-07-31T14:29:24.739987800
390,insertion,500,285500,13993,2026-07-31T14:29:24.743990800
391,merge,500,98600,13993,2026-07-31T14:29:24.745986800
392,merge,500,93300,13993,2026-07-31T14:29:24.746985
393,merge,500,118700,13993,2026-07-31T14:29:24.748978300
394,quick,500,74800,13993,2026-07-31T14:29:24.749981200
395,quick,500,76000,13993,2026-07-31T14:29:24.750979700
396,quick,500,80400,13993,2026-07-31T14:29:24.751988300
397,linear,1000,13000,13993,2026-07-31T14:29:24.752984700
398,linear,1000,16500,13993,2026-07-31T14:29:24.754980400
399,linear,1000,18700,14336,2026-07-31T14:29:24.755982100
400,binary,1000,697900,14336,2026-07-31T14:29:24.758994
401,binary,1000,650000,14336,2026-07-31T14:29:24.761981900
402,binary,1000,310400,14336,2026-07-31T14:29:24.763980300
403,selection,1000,822700,14336,2026-07-31T14:29:24.765976500
404,selection,1000,813300,14336,2026-07-31T14:29:24.767980200
405,selection,1000,1201900,14336,2026-07-31T14:29:24.769994
406,insertion,1000,597900,14336,2026-07-31T14:29:24.771978300
407,insertion,1000,871400,14336,2026-07-31T14:29:24.773994100
408,insertion,1000,412500,14336,2026-07-31T14:29:24.776981200
409,merge,1000,180200,14336,2026-07-31T14:29:24.779989500
410,merge,1000,173700,14336,2026-07-31T14:29:24.780984900
411,merge,1000,180200,14336,2026-07-31T14:29:24.782977200
412,quick,1000,251700,14336,2026-07-31T14:29:24.783982800
413,quick,1000,146400,14336,2026-07-31T14:29:24.785981600
414,quick,1000,121700,14336,2026-07-31T14:29:24.786978400
415,linear,5000,47700,14336,2026-07-31T14:29:24.787981400
416,linear,5000,62600,14336,2026-07-31T14:29:24.788977300
417,linear,5000,67300,14336,2026-07-31T14:29:24.791984600
418,binary,5000,1968800,14336,2026-07-31T14:29:24.794982500
419,binary,5000,788600,14336,2026-07-31T14:29:24.796987500
420,binary,5000,676300,14336,2026-07-31T14:29:24.798986500
421,selection,5000,17675900,14336,2026-07-31T14:29:24.818977500
422,selection,5000,8179400,14336,2026-07-31T14:29:24.827979
423,selection,5000,7108000,14336,2026-07-31T14:29:24.835975600
424,insertion,5000,3011400,14336,2026-07-31T14:29:24.839978800
425,insertion,5000,2755900,14336,2026-07-31T14:29:24.843974
426,insertion,5000,3510800,14847,2026-07-31T14:29:24.848971800
427,merge,5000,883200,14847,2026-07-31T14:29:24.850972400
428,merge,5000,950800,14847,2026-07-31T14:29:24.852972100
429,merge,5000,937400,14847,2026-07-31T14:29:24.854972600
430,quick,5000,538200,14847,2026-07-31T14:29:24.856977
431,quick,5000,489200,14847,2026-07-31T14:29:24.857973700
432,quick,5000,488800,14847,2026-07-31T14:29:24.859973700
433,linear,10000,46800,14847,2026-07-31T14:29:24.860973900
434,linear,10000,22600,14847,2026-07-31T14:29:24.861973800
435,linear,10000,20700,14847,2026-07-31T14:29:24.862975500
436,binary,10000,1849600,15338,2026-07-31T14:29:24.865978900
437,binary,10000,1801700,15338,2026-07-31T14:29:24.868981700
438,binary,10000,1430000,15338,2026-07-31T14:29:24.871980500
439,selection,10000,30010000,15338,2026-07-31T14:29:24.903981200
440,selection,10000,28532500,15377,2026-07-31T14:29:24.932973700
441,selection,10000,35846100,15889,2026-07-31T14:29:24.969972700
442,insertion,10000,14421200,15889,2026-07-31T14:29:24.985972900
443,insertion,10000,11444300,15889,2026-07-31T14:29:24.998974100
444,insertion,10000,12469800,15889,2026-07-31T14:29:25.012975100
445,merge,10000,1588300,15889,2026-07-31T14:29:25.014975700
446,merge,10000,1774500,15889,2026-07-31T14:29:25.017975100
447,merge,10000,1223900,15889,2026-07-31T14:29:25.019977700
448,quick,10000,1148400,15889,2026-07-31T14:29:25.022974500
449,quick,10000,1140000,15889,2026-07-31T14:29:25.024976700
450,quick,10000,1196900,15928,2026-07-31T14:29:25.027977200
451,linear,100,23200,17367,2026-08-01T19:34:28.315537900
452,linear,100,4800,17367,2026-08-01T19:34:28.358534500
